name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category
Sambhar Small Onion 250g,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000026,4.2,4120,38,50,onion
Red Onion 1kg,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000027,4.1,3800,45,60,onion
White Onion 1kg,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShuqJyAiXFyYPOQUqRnX343lW_ZkKsRJD2kQ&s,https://www.amazon.in/dp/B0000028,3.9,1120,65,80,onion
Fresho Onion 5kg,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000029,4.2,4920,190,250,onion
Spring Onion with Roots 100g,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000030,4.3,3100,15,20,onion
Organic Red Onion 1kg,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000031,4.4,1650,58,75,onion
Baby Onion 500g,grocery & gourmet foods,All Grocery,https://d91ztqmtx7u1k.cloudfront.net/ClientContent/Images/ExtraLarge/50-kg-fresh-red-onion-onion-s-20260313185349285.webp,https://www.amazon.in/dp/B0000032,4.0,1850,28,38,onion
Fresho Tomato - Local 1kg,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000033,4.0,15200,38,55,tomato
Fresho Tomato - Hybrid 1kg,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000034,4.1,11400,42,60,tomato
Organic Tomato - Local 1kg,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000035,4.3,2850,54,75,tomato
Cherry Tomato 250g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000036,4.2,3900,35,45,tomato
Fresho Tomato - Local 500g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000037,4.0,4200,20,30,tomato
Fresho Tomato - Hybrid 500g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000038,4.1,3800,22,32,tomato
Organic Cherry Tomato 250g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000039,4.4,1200,45,60,tomato
Organic Tomato - Hybrid 1kg,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000040,4.3,1950,58,80,tomato
Safal Frozen Tomato Puree 200g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000041,4.2,2600,28,35,tomato
Freshly Picked Vine Tomato 500g,grocery & gourmet foods,All Grocery,https://foodcare.in/cdn/shop/files/tomatoes-canva_x440.webp?v=1768271474,https://www.amazon.in/dp/B0000042,4.1,950,45,55,tomato
Fresho Apple - Royal Gala 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000043,4.2,7350,145,180,apple
Apple - Red Delicious 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000044,4.1,6200,135,170,apple
Apple - Fuji 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000045,4.3,3100,160,200,apple
Apple - Shimla 1kg,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000046,4.0,9100,150,190,apple
Apple - Green 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000047,4.2,4200,185,220,apple
Organic Apple - Shimla 1kg,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000048,4.4,1800,199,250,apple
Apple - Kinnaur 1kg,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000049,4.2,2600,165,210,apple
Imported Royal Gala Apple 1kg,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000050,4.3,3800,240,299,apple
Apple - Granny Smith 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000051,4.1,1500,175,215,apple
Fresh Apple Washington Red 4 units,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQue6SL_7CnvUZ9nDyxlUGRNYUHLzJblafrMw&s,https://www.amazon.in/dp/B0000052,4.3,1900,195,240,apple
Fresho Banana - Robusta 1kg,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000053,4.2,12500,55,75,banana
Banana - Yelakki 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000054,4.4,6800,60,80,banana
Banana - Red 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000055,4.0,1800,75,95,banana
Organic Banana - Robusta 1kg,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000056,4.3,3200,70,90,banana
Banana - Nendran 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000057,4.1,2100,58,75,banana
Green Banana Raw 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000058,4.0,1500,28,35,banana
Banana - Elaichi 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000059,4.3,3400,65,85,banana
Organic Banana - Yelakki 500g,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000060,4.5,1600,78,98,banana
Fresh Banana Robusta 6 units,grocery & gourmet foods,All Grocery,https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2018/08/bananas-1354785_1920-1024x683.jpg,https://www.amazon.in/dp/B0000061,4.2,5100,38,50,banana
Raw Banana 1kg,grocery & gourmet foods,All Grocery,https://www.starquik.com/cdn/shop/files/1008725_871a4ea9-2329-4b99-974e-362ffc17a418.jpg?v=1779259934&width=416,https://www.amazon.in/dp/B0000062,3.9,1800,45,60,banana
Cadbury Dairy Milk Chocolate Home Pack 126g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/61FcLovf3mL._SX679_.jpg,https://www.amazon.in/dp/B0000145,4.6,15200,92,100,chocolate
Cadbury Dairy Milk Silk Chocolate 150g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/410dwX6xrbL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/dp/B0000146,4.6,12400,165,175,chocolate
Nestle KitKat 4 Finger Chocolate 38g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/40018531_73-nestle-kitkat-crispy-wafer-bar.jpg,https://www.amazon.in/dp/B0000147,4.5,11200,28,30,chocolate
Amul Dark Chocolate 150g,grocery & gourmet foods,All Grocery,https://shop.amul.com/s/62fa94df8c13af2e242eba16/66892dbe7a7dfd8710e7d86b/01-hero-image_amul-chocolate-dark-chocolate-55percent-pack-of-2-1024x1024.png,https://www.amazon.in/dp/B0000148,4.4,8900,110,120,chocolate
Snickers Peanut Chocolate Bar 50g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/51OYk8leeiL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/dp/B0000149,4.4,7500,45,50,chocolate
Ferrero Rocher Premium Chocolates 24 Pieces,grocery & gourmet foods,All Grocery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSd7hLBUK_js_31rSJmbVdWbmWVPf51_9D_pLRyLFl9eYNi1YK3YE7NrVWXpD4EjF1VEzODnJPZkTm_X55RLiT_m0JNpj7Jrw,https://www.amazon.in/dp/B0000150,4.8,3200,899,999,chocolate
Cadbury 5 Star Chocolate Bar 40g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/618fySthK8L.jpg,https://www.amazon.in/dp/B0000151,4.3,6400,18,20,chocolate
Amul Fruit & Nut Dark Chocolate 150g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/81lJPzUIIcL.jpg,https://www.amazon.in/dp/B0000152,4.5,4100,125,140,chocolate
Nestle Munch Chocolate Bar 10g,grocery & gourmet foods,All Grocery,https://bazaar5.com/image/cache/catalog/pro/product/apiData/b01mrfif28-nestle-munch-crunchilicious-milk-chocolate-48pc-box-pack-0-320x320w.jpg,https://www.amazon.in/dp/B0000153,4.2,4900,9,10,chocolate
Hershey's Milk Chocolate Bar 40g,grocery & gourmet foods,All Grocery,"https://m.media-amazon.com/images/I/71776YJLlOL._AC_UF894,1000_QL80_.jpg",https://www.amazon.in/dp/B0000154,4.4,1800,55,60,chocolate
Cadbury Temptations Almond Treat Chocolate 72g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAwdtH_XGCwKXNVGuBk7b6Xp2QSL9v7-o4IQ&s,https://www.amazon.in/dp/B0000155,4.5,2100,92,100,chocolate
Galaxy Smooth Milk Chocolate Bar 56g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQH0EOjDo-SrcmiLkRsmIBhLIdX6gRWVrlp3g&s,https://www.amazon.in/dp/B0000156,4.4,1500,62,70,chocolate
Cadbury Dairy Milk Fruit and Nut Chocolate 36g,grocery & gourmet foods,All Grocery,"https://m.media-amazon.com/images/I/51BBgC4SwBL._AC_UF894,1000_QL80_.jpg",https://www.amazon.in/dp/B0000157,4.4,3100,42,45,chocolate
Amul Milk Chocolate 150g,grocery & gourmet foods,All Grocery,"https://images-eu.ssl-images-amazon.com/images/I/81Rz8SxtiJL._AC_UL495_SR435,495_.jpg",https://www.amazon.in/dp/B0000158,4.3,1900,95,100,chocolate
Nestle Milkybar White Chocolate 45g,grocery & gourmet foods,All Grocery,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=1080/da/cms-assets/cms/product/rc-upload-1771598525494-1880.png?bg_token=color.background.quaternary",https://www.amazon.in/dp/B0000159,4.3,2400,28,30,chocolate
Lay's American Style Cream & Onion Potato Chips 50g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/51rmheif4sL.jpg,https://www.amazon.in/dp/B0000182,4.3,16500,18,20,chips
Lay's Classic Salted Potato Chips 50g,grocery & gourmet foods,All Grocery,https://www.vridhistores.com/uploads/2024/Jun/products/17189687783148.jpg,https://www.amazon.in/dp/B0000183,4.2,14200,18,20,chips
Lay's India's Magic Masala Potato Chips 50g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSokCVXAmFYSSsaHijoGe9Gg5TARauibq_aDg&s,https://www.amazon.in/dp/B0000184,4.3,18500,18,20,chips
Lay's Spanish Tomato Tango Potato Chips 50g,grocery & gourmet foods,All Grocery,"https://m.media-amazon.com/images/I/71QF4pdi6QL._AC_UF894,1000_QL80_.jpg",https://www.amazon.in/dp/B0000185,4.2,9500,18,20,chips
Pringles Sour Cream & Onion Potato Chips 107g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/100006683_35-pringles-sour-cream-onion.jpg,https://www.amazon.in/dp/B0000186,4.4,6200,99,110,chips
Pringles Original Potato Chips 107g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/xxl/1204073_12-pringles-potato-crisps-original.jpg,https://www.amazon.in/dp/B0000187,4.3,4800,99,110,chips
Doritos Nacho Cheese Tortilla Chips 150g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/71-Hp3FaY2L.jpg,https://www.amazon.in/dp/B0000188,4.4,5300,85,95,chips
Too Yumm! Karare Munchy Masala Chips 75g,grocery & gourmet foods,All Grocery,https://www.mystore.in/s/62ea2c599d1398fa16dbae0a/67b34ced53491a81c8e11a39/8906090572132_1.png,https://www.amazon.in/dp/B0000189,4.1,3100,32,35,chips
Bingo! Tedhe Medhe Masala Tadka Chips 100g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/71e9pUGU4tL.jpg,https://www.amazon.in/dp/B0000190,4.2,2800,45,50,chips
Lay's Hot 'n' Sweet Chilli Potato Chips 50g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/51pL62tEGVL.jpg,https://www.amazon.in/dp/B0000191,4.2,1900,18,20,chips
Pringles Desi Masala Tadka Chips 107g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/40183109_13-pringles-chips-desi-masala-tadka.jpg,https://www.amazon.in/dp/B0000192,4.3,1100,99,110,chips
Bingo! Mad Angles Tomato Madness Chips 80g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/71YI4+PP4fL.jpg,https://www.amazon.in/dp/B0000193,4.1,1500,35,40,chips
Amul Malai Paneer Block 200g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWSO6Rt1g9zeZtn02WCMil2ptKZsStxOINvA&s,https://www.amazon.in/dp/B0000206,4.5,12400,82,85,paneer
Mother Dairy Classic Paneer Block 200g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNlVFDQNSywdudnZzsqMANYdP4L90KnaCLdw&s,https://www.amazon.in/dp/B0000207,4.4,8500,84,88,paneer
Milky Mist Fresh Paneer Block 200g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/264679_6-milky-mist-paneer-premium-fresh.jpg,https://www.amazon.in/dp/B0000208,4.4,6200,92,98,paneer
Nandini Fresh Paneer 200g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNXvX-DJZZXpqT-yA4_si_PlL2fkBdJisItg&s,https://www.amazon.in/dp/B0000209,4.2,3100,78,82,paneer
ID Natural Creamy Paneer 200g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/61lEMKXZCHL.jpg,https://www.amazon.in/dp/B0000210,4.4,1900,105,115,paneer
Amul Fresh Malai Paneer 1kg,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/40096749_5-amul-malai-fresh-paneer.jpg,https://www.amazon.in/dp/B0000211,4.5,4200,380,410,paneer
Mother Dairy Fresh Paneer Block 400g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/xl/900458772_2-mother-dairy-paneer.jpg,https://www.amazon.in/dp/B0000212,4.3,2800,165,176,paneer
Gowardhan Fresh Paneer Block 200g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/xl/40005958_3-gowardhan-fresh-paneer-classic-block.jpg,https://www.amazon.in/dp/B0000213,4.1,1100,82,88,paneer
Organic Tattva Organic Paneer Block 200g,grocery & gourmet foods,All Grocery,https://theorganicworld.com/storage/app/public/product/thumbnail/2024-08-12-66b9fafc24838.png,https://www.amazon.in/dp/B0000214,4.3,950,135,150,paneer
Milky Mist Premium Fresh Paneer Block 500g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/40003150_5-milky-mist-paneer-premium-fresh.jpg,https://www.amazon.in/dp/B0000215,4.4,1500,215,230,paneer
Fortune Soya Health Refined Soyabean Oil 1L,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/51GyUUKe-0L.jpg,https://www.amazon.in/dp/B0000285,4.3,18200,125,140,cooking oil
Saffola Gold Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/147493_20-saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy.jpg,https://www.amazon.in/dp/B0000286,4.5,15200,850,950,cooking oil
Fortune Sunlite Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/41wYtZkL69L.jpg,https://www.amazon.in/dp/B0000287,4.3,9100,135,155,cooking oil
Saffola Active Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxuCcWEv34tz1W1rqvCMk6-x59TC8w630diw&s,https://www.amazon.in/dp/B0000288,4.4,6200,799,890,cooking oil
Dhara Refined Soyabean Oil 1L,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/xl/70001273_10-dhara-fit-n-fine-soyabean-oil.jpg,https://www.amazon.in/dp/B0000289,4.2,4300,120,135,cooking oil
Fortune Sunlite Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs0d5c5tAFiL1uENkYINERwmQft3OiBFgzsg&s,https://www.amazon.in/dp/B0000290,4.4,5200,699,775,cooking oil
Gemini Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY5eytxD5ssrngqruo9P3kcaiVVThrCx0R_w&s,https://www.amazon.in/dp/B0000291,4.1,3100,130,145,cooking oil
Saffola Tasty Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZRlnEtYiXYgZ51mtIibjpvJ_61vx-NBslMw&s,https://www.amazon.in/dp/B0000292,4.3,3800,780,870,cooking oil
Fortune Soya Health Refined Soyabean Oil 5L,grocery & gourmet foods,All Grocery,"https://images-eu.ssl-images-amazon.com/images/I/71iUcJCOR-L._AC_UL495_SR435,495_.jpg",https://www.amazon.in/dp/B0000293,4.3,2800,630,710,cooking oil
Sundrop Superlite Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/71z6I2L2LyL.jpg,https://www.amazon.in/dp/B0000294,4.2,1900,750,845,cooking oil
Dhara Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,"https://m.media-amazon.com/images/I/71Y+qUZqBCL._AC_UF894,1000_QL80_.jpg",https://www.amazon.in/dp/B0000295,4.2,1200,135,150,cooking oil
Saffola Total Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPtQ-K2uUrnN19Ocqqecidhk7k44tMVbYP_g&s,https://www.amazon.in/dp/B0000296,4.5,1500,899,990,cooking oil
Gemini Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjh1KmzlrPhokejkgzvBigjLtAaIHR9CVj3A&s,https://www.amazon.in/dp/B0000297,4.2,1100,670,750,cooking oil
Dhara Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/71yV5wIS1bL.jpg,https://www.amazon.in/dp/B0000298,4.3,1300,685,765,cooking oil
Fortune Cottonseed Oil 1L,grocery & gourmet foods,All Grocery,https://5.imimg.com/data5/SELLER/Default/2023/3/295527689/EK/TC/OS/22756673/1-liter-fortune-cotton-lite-refined-cottonseed-oil.jpg,https://www.amazon.in/dp/B0000299,4.0,950,120,135,cooking oil
Amul Masti Spiced Curd 200g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/l/30000356_4-amul-masti-dahi.jpg,https://www.amazon.in/dp/B0000322,4.4,6200,28,30,curd
Mother Dairy Classic Curd 400g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/61ShbpBieaL._SX679_.jpg,https://www.amazon.in/dp/B0000323,4.3,5100,42,45,curd
Nestle a+ Nourish Dahi 400g,grocery & gourmet foods,All Grocery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSijudgFJsI8-5IYcBlOhdfgA8FsiFK-qLh3DdTKFlAHHJtlE1AvytjwXWyB8ejSoTGQMXeCwM1ryTHQairhRbkymNuEhur,https://www.amazon.in/dp/B0000324,4.4,4300,65,70,curd
Amul Masti Spiced Curd 400g,grocery & gourmet foods,All Grocery,https://www.bbassets.com/media/uploads/p/xl/277878_7-milky-mist-curd-farm-fresh.jpg,https://www.amazon.in/dp/B0000325,4.3,3200,52,55,curd
Milky Mist Farm Fresh Curd 400g,grocery & gourmet foods,All Grocery,https://m.media-amazon.com/images/I/41CrRs3QSHL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/dp/B0000326,4.4,2100,58,62,curd
Nandini Pure Thick Curd 500g,grocery & gourmet foods,All Grocery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaSlATxGMMs_PqidwCgYDKv46-usSfbySncg&s,https://www.amazon.in/dp/B0000327,4.2,1800,48,50,curd
