name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category
Safal Frozen Potato French Fries 750g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000017,4.5,6510,120,140,potato
Fresho Jyoti Potato 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000018,4.2,3100,30,42,potato
Ooty Potato 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000019,4.4,1850,55,70,potato
Sweet Potato 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000020,4,2900,38,50,potato
Organic Baby Potato 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000021,4.3,950,32,40,potato
Fresh Crop Potato 5kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=400,https://www.amazon.in/dp/B0000022,4.3,3200,140,195,potato
Fresho Onion 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000023,4.1,16800,42,55,onion
Fresho Onion 2kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000024,4,9840,80,105,onion
Organic Onion 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000025,4.3,2540,56,70,onion
Sambhar Small Onion 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000026,4.2,4120,38,50,onion
Red Onion 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000027,4.1,3800,45,60,onion
White Onion 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000028,3.9,1120,65,80,onion
Fresho Onion 5kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000029,4.2,4920,190,250,onion
Spring Onion with Roots 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000030,4.3,3100,15,20,onion
Organic Red Onion 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000031,4.4,1650,58,75,onion
Baby Onion 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1508747703725-719777637510?w=400,https://www.amazon.in/dp/B0000032,4,1850,28,38,onion
Fresho Tomato - Local 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000033,4,15200,38,55,tomato
Fresho Tomato - Hybrid 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000034,4.1,11400,42,60,tomato
Organic Tomato - Local 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000035,4.3,2850,54,75,tomato
Cherry Tomato 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000036,4.2,3900,35,45,tomato
Fresho Tomato - Local 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000037,4,4200,20,30,tomato
Fresho Tomato - Hybrid 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000038,4.1,3800,22,32,tomato
Organic Cherry Tomato 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000039,4.4,1200,45,60,tomato
Organic Tomato - Hybrid 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000040,4.3,1950,58,80,tomato
Safal Frozen Tomato Puree 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000041,4.2,2600,28,35,tomato
Freshly Picked Vine Tomato 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0000042,4.1,950,45,55,tomato
Fresho Apple - Royal Gala 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000043,4.2,7350,145,180,apple
Apple - Red Delicious 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000044,4.1,6200,135,170,apple
Apple - Fuji 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000045,4.3,3100,160,200,apple
Apple - Shimla 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000046,4,9100,150,190,apple
Apple - Green 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000047,4.2,4200,185,220,apple
Organic Apple - Shimla 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000048,4.4,1800,199,250,apple
Apple - Kinnaur 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000049,4.2,2600,165,210,apple
Imported Royal Gala Apple 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000050,4.3,3800,240,299,apple
Apple - Granny Smith 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000051,4.1,1500,175,215,apple
Fresh Apple Washington Red 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=400,https://www.amazon.in/dp/B0000052,4.3,1900,195,240,apple
Fresho Banana - Robusta 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000053,4.2,12500,55,75,banana
Banana - Yelakki 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000054,4.4,6800,60,80,banana
Banana - Red 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000055,4,1800,75,95,banana
Organic Banana - Robusta 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000056,4.3,3200,70,90,banana
Banana - Nendran 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000057,4.1,2100,58,75,banana
Green Banana Raw 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000058,4,1500,28,35,banana
Banana - Elaichi 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000059,4.3,3400,65,85,banana
Organic Banana - Yelakki 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000060,4.5,1600,78,98,banana
Fresh Banana Robusta 6 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000061,4.2,5100,38,50,banana
Raw Banana 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=400,https://www.amazon.in/dp/B0000062,3.9,1800,45,60,banana
Harvest Gold White Bread 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000063,4.3,8500,38,40,bread
Britannia 100% Whole Wheat Bread 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000064,4.4,9200,48,50,bread
English Oven Brown Bread 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000065,4.2,5300,43,45,bread
Harvest Gold Atta Bread 450g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000066,4.3,4100,42,45,bread
Britannia Multi-Grain Bread 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000067,4.5,6100,53,55,bread
English Oven Sandwich Bread 700g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000068,4.3,3800,62,65,bread
Modern White Bread Daily Fresh 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000069,4.1,2400,33,35,bread
Britannia Sweet Bread 350g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000070,4.2,3100,38,40,bread
English Oven Garlic Bread 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000071,4.3,1800,48,50,bread
Harvest Gold Garlic Loaf 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000072,4.2,1200,43,45,bread
The Bread Company Multigrain Loaf 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000073,4.4,950,75,85,bread
Bonn Brown Bread 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400,https://www.amazon.in/dp/B0000074,4.1,1300,38,40,bread
Amul Butter salted 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000075,4.6,18200,56,58,butter
Amul Butter salted 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000076,4.7,14500,265,275,butter
Mother Dairy Classic Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000077,4.4,4100,54,56,butter
Amul Butter unsalted 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000078,4.5,5200,57,59,butter
Nutilicious Garlic and Herbs Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000079,4.2,1100,85,99,butter
Britannia Salted Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000080,4.4,2800,53,55,butter
Mother Dairy Butter 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000081,4.5,3100,255,265,butter
Amul Garlic & Herbs Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000082,4.5,4600,59,62,butter
President Salted Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000083,4.6,1900,110,125,butter
Milky Mist Salted Butter 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0000084,4.3,1300,54,58,butter
Nescafe Classic Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000085,4.5,12300,310,330,coffee
Bru Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000086,4.4,9800,280,295,coffee
Nescafe Sunrise Instant Coffee 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000087,4.3,6500,520,550,coffee
Davidoff Rich Aroma Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000088,4.7,4200,560,595,coffee
Continental Xtra Instant Coffee 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000089,4.2,3100,380,410,coffee
Nescafe Gold Premium Blend Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000090,4.6,5800,490,525,coffee
Bru Gold Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000091,4.3,2100,345,370,coffee
Tata Coffee Grand Instant Coffee 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000092,4.1,1900,135,150,coffee
Blue Tokai Roasted Coffee Powder 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000093,4.6,3500,390,420,coffee
Sleepy Owl Original Cold Brew Coffee 250ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0000094,4.2,1500,95,110,coffee
Tata Tea Premium 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000095,4.4,15200,390,420,tea
Wagh Bakri Premium Leaf Tea 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000096,4.5,11400,450,480,tea
Red Label Tea 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000097,4.4,13800,410,440,tea
Taj Mahal Tea 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000098,4.6,8200,320,350,tea
Society Tea Premium Dust 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000099,4.3,4200,420,450,tea
Tata Tea Gold 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000100,4.5,6900,285,310,tea
Lipton Green Tea Lemon Honey 100 Bags,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000101,4.3,12400,490,550,tea
Organic India Tulsi Green Tea 25 Bags,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000102,4.4,3100,150,174,tea
Tetley Green Tea Lemon & Honey 100 Bags,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000103,4.2,5200,430,499,tea
Red Label Natural Care Tea 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000104,4.5,7800,530,570,tea
Wagh Bakri Masala Tea Bags 100 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000105,4.3,1800,240,270,tea
Twinings English Breakfast Tea 25 Bags,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000106,4.5,2100,290,345,tea
Blue Tea Butterfly Pea Flower Tea 30g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000107,4.1,4300,199,249,tea
Taj Mahal Classic Tea Bags 100 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000108,4.4,1100,380,425,tea
Brooke Bond 3 Roses Dust Tea 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400,https://www.amazon.in/dp/B0000109,4.3,3100,260,285,tea
Madhur Sugar Pure & Hygienic 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000110,4.5,14200,52,60,sugar
Madhur Sugar Pure & Hygienic 5kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000111,4.5,9100,250,280,sugar
Trust Classic Sulphurless Sugar 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000112,4.3,4200,54,65,sugar
Parry's White Sugar 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000113,4.4,3100,53,60,sugar
Organic Tattva Brown Sugar 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000114,4.2,1900,110,135,sugar
Tata Shuddh Vacuum Evaporated Sugar 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000115,4.3,2400,56,65,sugar
Dhampure Speciality Demerara Sugar 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000116,4.1,1100,85,99,sugar
Bira 91 Brown Sugar 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000117,4,850,120,145,sugar
Organic India Demerara Sugar 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000118,4.3,950,90,110,sugar
Madhur Refined Sugar Cube 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1581798459219-318e76aeec7b?w=400,https://www.amazon.in/dp/B0000119,4.4,1300,75,90,sugar
Tata Salt Vacuum Evaporated Iodised 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000120,4.6,24500,26,28,salt
Tata Salt Lite Low Sodium 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000121,4.4,12400,41,45,salt
Catch Iodized Salt 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000122,4.2,3100,20,24,salt
Aashirvaad Salt Proactive 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000123,4.3,4200,38,42,salt
Tata Rock Salt Pink 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000124,4.4,8900,110,130,salt
Puro Healthy Salt Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000125,4.5,6100,99,120,salt
Saffola Salt Double Iodised 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000126,4.1,1900,25,30,salt
Catch Black Salt Powder 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000127,4.3,2800,18,22,salt
Organic India Pink Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000128,4.4,1100,115,140,salt
Tata Salt Crystal Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1604245207127-ec4b86e2eb9d?w=400,https://www.amazon.in/dp/B0000129,4.2,950,55,65,salt
Parle-G Gluco Biscuits 800g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000130,4.5,21200,130,140,biscuits
Britannia Good Day Cashew Cookies 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000131,4.4,16500,32,35,biscuits
Sunfeast Dark Fantasy Choco Fills 300g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000132,4.5,9100,120,150,biscuits
Britannia Marie Gold Biscuits 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000133,4.3,12400,35,38,biscuits
Oreo Chocolate Sandwich Biscuit 120g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000134,4.4,11500,32,35,biscuits
Britannia Bourbon Chocolate Cream Biscuits 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000135,4.3,8200,28,30,biscuits
Parle Hide & Seek Chocolate Chip Biscuits 120g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000136,4.5,7100,38,40,biscuits
Sunfeast Mom's Magic Cashew & Almond 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000137,4.3,5300,35,40,biscuits
Britannia NutriChoice Digestive Biscuits 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000138,4.2,4900,160,180,biscuits
Unibic Chocochip Cookies 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000139,4.2,3100,45,50,biscuits
Britannia 50-50 Maska Chaska Biscuits 120g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0000140,4.3,6400,23,25,biscuits
